,player,team,comp,surname
28,subramanyam,andhra,col_c_k_nayudu,subramanyam
29,t a hemanth kumar,andhra,col_c_k_nayudu,kumar
30,teja reddy,andhra,col_c_k_nayudu,reddy
31,tripurana vijay,andhra,col_c_k_nayudu,vijay
32,vasu,andhra,col_c_k_nayudu,vasu
33,aakash rana,arunachal pradesh,col_c_k_nayudu,rana
34,abhishek thakur,arunachal pradesh,col_c_k_nayudu,thakur
35,agrem yun,arunachal pradesh,col_c_k_nayudu,yun
36,aman pisa,arunachal pradesh,col_c_k_nayudu,pisa
37,amarjeet sharma,arunachal pradesh,col_c_k_nayudu,sharma
38,ankit,arunachal pradesh,col_c_k_nayudu,ankit
39,ankit gupta,arunachal pradesh,col_c_k_nayudu,gupta
40,arjun,arunachal pradesh,col_c_k_nayudu,arjun
41,ayush kumar singh,arunachal pradesh,col_c_k_nayudu,singh
42,b chungya,arunachal pradesh,col_c_k_nayudu,chungya
43,b s kakum,arunachal pradesh,col_c_k_nayudu,kakum
44,dado tachung,arunachal pradesh,col_c_k_nayudu,tachung
45,dev pathak,arunachal pradesh,col_c_k_nayudu,pathak
46,dodum,arunachal pradesh,col_c_k_nayudu,dodum
47,gauti,arunachal pradesh,col_c_k_nayudu,gauti
48,gepal,arunachal pradesh,col_c_k_nayudu,gepal
49,gollo aga,arunachal pradesh,col_c_k_nayudu,aga
50,harinath kumar,arunachal pradesh,col_c_k_nayudu,kumar
51,jatin vashisht,arunachal pradesh,col_c_k_nayudu,vashisht
52,kenni,arunachal pradesh,col_c_k_nayudu,kenni
53,leki tsering,arunachal pradesh,col_c_k_nayudu,tsering
54,likha tayam,arunachal pradesh,col_c_k_nayudu,tayam
55,lucky farman khan,arunachal pradesh,col_c_k_nayudu,khan
56,magung,arunachal pradesh,col_c_k_nayudu,magung
57,manish kumar,arunachal pradesh,col_c_k_nayudu,kumar
58,mindu tsering,arunachal pradesh,col_c_k_nayudu,tsering
59,nabam abo,arunachal pradesh,col_c_k_nayudu,abo
60,nabam india,arunachal pradesh,col_c_k_nayudu,india
61,nabam kama,arunachal pradesh,col_c_k_nayudu,kama
62,nabam takar,arunachal pradesh,col_c_k_nayudu,takar
63,nabam totu,arunachal pradesh,col_c_k_nayudu,totu
64,nara weshi,arunachal pradesh,col_c_k_nayudu,weshi
65,nich mima,arunachal pradesh,col_c_k_nayudu,mima
66,nikhil,arunachal pradesh,col_c_k_nayudu,nikhil
67,pawan kumar,arunachal pradesh,col_c_k_nayudu,kumar
68,piyush kumar,arunachal pradesh,col_c_k_nayudu,kumar
69,prateek chaubey,arunachal pradesh,col_c_k_nayudu,chaubey
70,prince kumar,arunachal pradesh,col_c_k_nayudu,kumar
71,ram,arunachal pradesh,col_c_k_nayudu,ram
72,rebi,arunachal pradesh,col_c_k_nayudu,rebi
73,santosh,arunachal pradesh,col_c_k_nayudu,santosh
74,simran,arunachal pradesh,col_c_k_nayudu,simran
75,srajan kumar,arunachal pradesh,col_c_k_nayudu,kumar
76,sumit,arunachal pradesh,col_c_k_nayudu,sumit
77,t muri,arunachal pradesh,col_c_k_nayudu,muri
78,t sania,arunachal pradesh,col_c_k_nayudu,sania
79,tana james,arunachal pradesh,col_c_k_nayudu,james
80,tarum,arunachal pradesh,col_c_k_nayudu,tarum
81,taying siyum,arunachal pradesh,col_c_k_nayudu,siyum
82,techi dol,arunachal pradesh,col_c_k_nayudu,dol
83,techi tania tara,arunachal pradesh,col_c_k_nayudu,tara
84,teli rade,arunachal pradesh,col_c_k_nayudu,rade
85,tik lee,arunachal pradesh,col_c_k_nayudu,lee
86,tnc tassar,arunachal pradesh,col_c_k_nayudu,tassar
87,toti,arunachal pradesh,col_c_k_nayudu,toti
88,tsering,arunachal pradesh,col_c_k_nayudu,tsering
89,uttam,arunachal pradesh,col_c_k_nayudu,uttam
90,vibhanshu,arunachal pradesh,col_c_k_nayudu,vibhanshu
91,yogesh kumar,arunachal pradesh,col_c_k_nayudu,kumar
92,abdul ajij kuraishi,assam,col_c_k_nayudu,kuraishi
93,abhishek gupta,assam,col_c_k_nayudu,gupta
94,akshay kumar deka,assam,col_c_k_nayudu,deka
95,amlanjyoti das,assam,col_c_k_nayudu,das
96,atlaf alam,assam,col_c_k_nayudu,alam
97,bhargab pratim lahkar,assam,col_c_k_nayudu,lahkar
98,bishal roy,assam,col_c_k_nayudu,roy
99,bishal saha,assam,col_c_k_nayudu,saha
100,chintu deka,assam,col_c_k_nayudu,deka
101,debanshu ghosh,assam,col_c_k_nayudu,ghosh
102,dipjyoti saikia,assam,col_c_k_nayudu,saikia
103,hrishikesh borah,assam,col_c_k_nayudu,borah
104,jay borah,assam,col_c_k_nayudu,borah
105,manjeet deka,assam,col_c_k_nayudu,deka
106,mayukh hazarika,assam,col_c_k_nayudu,hazarika
107,nibir deka,assam,col_c_k_nayudu,deka
108,nihar deka,assam,col_c_k_nayudu,deka
109,pradyun saikia,assam,col_c_k_nayudu,saikia
110,praseer changmai,assam,col_c_k_nayudu,changmai
111,pritish raha roy,assam,col_c_k_nayudu,roy
112,rajesh prasad,assam,col_c_k_nayudu,prasad
113,rangojyoti kharghoria,assam,col_c_k_nayudu,kharghoria
114,reshabh dipok,assam,col_c_k_nayudu,dipok
115,rituraj biswas,assam,col_c_k_nayudu,biswas
116,rohan hazarika,assam,col_c_k_nayudu,hazarika
117,rohit sen,assam,col_c_k_nayudu,sen
118,ronit akhter,assam,col_c_k_nayudu,akhter
119,roshan topno,assam,col_c_k_nayudu,topno
120,saurav dey,assam,col_c_k_nayudu,dey
121,saurav mousum dihingia,assam,col_c_k_nayudu,dihingia
122,shraban kr khound,assam,col_c_k_nayudu,khound
123,shubham kr gupta,assam,col_c_k_nayudu,gupta
124,sourav saha,assam,col_c_k_nayudu,saha
125,sumit kashyap,assam,col_c_k_nayudu,kashyap
126,swaraj borah,assam,col_c_k_nayudu,borah
127,vastav basumatary,assam,col_c_k_nayudu,basumatary
128,ziyad zaman,assam,col_c_k_nayudu,zaman
129,a d patel,baroda,col_c_k_nayudu,patel
130,anadi pratap singh,baroda,col_c_k_nayudu,singh
131,aryan chavda,baroda,col_c_k_nayudu,chavda
132,aum thakkar,baroda,col_c_k_nayudu,thakkar
133,bhaskar tungare,baroda,col_c_k_nayudu,tungare
134,bhavishya bhavesh patel,baroda,col_c_k_nayudu,patel
135,chirag wagh,baroda,col_c_k_nayudu,wagh
136,deep,baroda,col_c_k_nayudu,deep
137,deep h patel,baroda,col_c_k_nayudu,patel
138,dhruv n patel,baroda,col_c_k_nayudu,patel
139,dhruv patel,baroda,col_c_k_nayudu,patel
140,dhruva rajesh bhatti,baroda,col_c_k_nayudu,bhatti
141,harsh desai,baroda,col_c_k_nayudu,desai
142,harsh sandilea,baroda,col_c_k_nayudu,sandilea
143,harshit m,baroda,col_c_k_nayudu,m
144,henil patel,baroda,col_c_k_nayudu,patel
145,hitanshu oad,baroda,col_c_k_nayudu,oad
146,hrushikesh rakhe,baroda,col_c_k_nayudu,rakhe
147,irfan shaikh,baroda,col_c_k_nayudu,shaikh
148,jadav rajvirsinh,baroda,col_c_k_nayudu,rajvirsinh
149,jay chavda,baroda,col_c_k_nayudu,chavda
150,karan umatt,baroda,col_c_k_nayudu,umatt
151,kevin chaitania,baroda,col_c_k_nayudu,chaitania
152,kevin mehta,baroda,col_c_k_nayudu,mehta
153,keyur kale,baroda,col_c_k_nayudu,kale
154,kuldeep chouhan,baroda,col_c_k_nayudu,chouhan
155,lakshyajeet p,baroda,col_c_k_nayudu,p
156,mahesh pithiya,baroda,col_c_k_nayudu,pithiya
157,manav bedekar,baroda,col_c_k_nayudu,bedekar
158,mann naik,baroda,col_c_k_nayudu,naik
159,mit mangukiya,baroda,col_c_k_nayudu,mangukiya
160,narayan kartikey,baroda,col_c_k_nayudu,kartikey
161,natha shehbaj,baroda,col_c_k_nayudu,shehbaj
162,p patidar,baroda,col_c_k_nayudu,patidar
163,priyanshu moliya,baroda,col_c_k_nayudu,moliya
164,rachesh kessur,baroda,col_c_k_nayudu,kessur
165,raj limbani,baroda,col_c_k_nayudu,limbani
166,rushikesh jadhav,baroda,col_c_k_nayudu,jadhav
167,shailendra yadav,baroda,col_c_k_nayudu,yadav
168,shashank bhatnagar,baroda,col_c_k_nayudu,bhatnagar
169,svjounjat,baroda,col_c_k_nayudu,svjounjat
170,tasmay bedade,baroda,col_c_k_nayudu,bedade
171,utsav chaudhary,baroda,col_c_k_nayudu,chaudhary
172,utsavraj chudasma,baroda,col_c_k_nayudu,chudasma
173,vaibhav h b,baroda,col_c_k_nayudu,b
174,vishv chaudhari,baroda,col_c_k_nayudu,chaudhari
175,aditya kumar giri,bengal,col_c_k_nayudu,giri
176,ajoyendra mukherjee,bengal,col_c_k_nayudu,mukherjee
177,ali ahmed,bengal,col_c_k_nayudu,ahmed
178,amanjyot,bengal,col_c_k_nayudu,amanjyot
179,anas,bengal,col_c_k_nayudu,anas
180,aniket biswas,bengal,col_c_k_nayudu,biswas
181,anish biswas,bengal,col_c_k_nayudu,biswas
182,anish dutta,bengal,col_c_k_nayudu,dutta
183,anish prasad,bengal,col_c_k_nayudu,prasad
184,anuj kumar singh,bengal,col_c_k_nayudu,singh
185,argha sengupta,bengal,col_c_k_nayudu,sengupta
186,dilshad khan,bengal,col_c_k_nayudu,khan
187,h d gautam,bengal,col_c_k_nayudu,gautam
188,jahir ahammed,bengal,col_c_k_nayudu,ahammed
189,md shoeb khan,bengal,col_c_k_nayudu,khan
190,milind mondal,bengal,col_c_k_nayudu,mondal
191,narayan rana,bengal,col_c_k_nayudu,rana
192,nuruddin mondal,bengal,col_c_k_nayudu,mondal
193,parmit singh,bengal,col_c_k_nayudu,singh
194,prayas ray barman,bengal,col_c_k_nayudu,barman
195,priyanshu patel,bengal,col_c_k_nayudu,patel
196,rahul chowdhary,bengal,col_c_k_nayudu,chowdhary
197,rahul prasad,bengal,col_c_k_nayudu,prasad
198,ravi kumar,bengal,col_c_k_nayudu,kumar
199,rishabh chaudhary,bengal,col_c_k_nayudu,chaudhary
200,rohit kumar,bengal,col_c_k_nayudu,kumar
201,rohit ram,bengal,col_c_k_nayudu,ram
202,ronit deb,bengal,col_c_k_nayudu,deb
203,sagen murmu,bengal,col_c_k_nayudu,murmu
204,sahitya hazra,bengal,col_c_k_nayudu,hazra
205,salman ahmed,bengal,col_c_k_nayudu,ahmed
206,sayan dey,bengal,col_c_k_nayudu,dey
207,sayed irfan aftab,bengal,col_c_k_nayudu,aftab
208,somen mahanti,bengal,col_c_k_nayudu,mahanti
209,soumyajyoti,bengal,col_c_k_nayudu,soumyajyoti
210,soutrik das,bengal,col_c_k_nayudu,das
211,subham singh,bengal,col_c_k_nayudu,singh
212,sukhmeet singh,bengal,col_c_k_nayudu,singh
213,sumit nag,bengal,col_c_k_nayudu,nag
214,vishal kumar roy,bengal,col_c_k_nayudu,roy
215,vishvajeet mishra,bengal,col_c_k_nayudu,mishra
216,yuvraj gupta,bengal,col_c_k_nayudu,gupta
217,abhishek anand,bihar,col_c_k_nayudu,anand
218,abhishek babu,bihar,col_c_k_nayudu,babu
219,abhishek kumar,bihar,col_c_k_nayudu,kumar
220,abhishek kumar,bihar,col_c_k_nayudu,kumar
221,adarsh lal,bihar,col_c_k_nayudu,lal
222,adarsh pandey,bihar,col_c_k_nayudu,pandey
223,aditya,bihar,col_c_k_nayudu,aditya
224,aditya,bihar,col_c_k_nayudu,aditya
225,aditya kumar,bihar,col_c_k_nayudu,kumar
226,aditya shivam,bihar,col_c_k_nayudu,shivam
227,aditya soni,bihar,col_c_k_nayudu,soni
228,akash varma,bihar,col_c_k_nayudu,varma
229,altamish,bihar,col_c_k_nayudu,altamish
230,amir masud,bihar,col_c_k_nayudu,masud
231,amit kumar,bihar,col_c_k_nayudu,kumar
232,amit satyam,bihar,col_c_k_nayudu,satyam
233,animesh kumar,bihar,col_c_k_nayudu,kumar
234,ankit kr singh,bihar,col_c_k_nayudu,singh
235,ankit raj,bihar,col_c_k_nayudu,raj
236,ankush,bihar,col_c_k_nayudu,ankush
237,anup kumar,bihar,col_c_k_nayudu,kumar
238,arnav kishor,bihar,col_c_k_nayudu,kishor
239,arunesh kumar,bihar,col_c_k_nayudu,kumar
240,aryan raj,bihar,col_c_k_nayudu,raj
241,asif iqubal,bihar,col_c_k_nayudu,iqubal
242,badal kanaujia,bihar,col_c_k_nayudu,kanaujia
243,bhaswan,bihar,col_c_k_nayudu,bhaswan
244,chandan pandey,bihar,col_c_k_nayudu,pandey
245,chandan yadav,bihar,col_c_k_nayudu,yadav
246,deepak,bihar,col_c_k_nayudu,deepak
247,dhanesh a chauhan,bihar,col_c_k_nayudu,chauhan
248,harsh nanda,bihar,col_c_k_nayudu,nanda
249,harsh raj puru,bihar,col_c_k_nayudu,puru
250,harshit,bihar,col_c_k_nayudu,harshit
251,himanshu tiwari,bihar,col_c_k_nayudu,tiwari
252,kanishk kaustabh,bihar,col_c_k_nayudu,kaustabh
253,kumar shrey,bihar,col_c_k_nayudu,shrey
254,kunal kumar,bihar,col_c_k_nayudu,kumar
255,manish kumar,bihar,col_c_k_nayudu,kumar
256,mayank kumar,bihar,col_c_k_nayudu,kumar
257,md izhar,bihar,col_c_k_nayudu,izhar
258,md parwez alam,bihar,col_c_k_nayudu,alam
259,md yaqub,bihar,col_c_k_nayudu,yaqub
260,naman gaurav,bihar,col_c_k_nayudu,gaurav
261,nishant kumar singh,bihar,col_c_k_nayudu,singh
262,pawan rai,bihar,col_c_k_nayudu,rai
263,prashant kumar,bihar,col_c_k_nayudu,kumar
264,prashant kumar,bihar,col_c_k_nayudu,kumar
265,prince singh,bihar,col_c_k_nayudu,singh
266,rahul kumar,bihar,col_c_k_nayudu,kumar
267,raj,bihar,col_c_k_nayudu,raj
268,ranjan raj,bihar,col_c_k_nayudu,raj
269,ravi singh,bihar,col_c_k_nayudu,singh
270,rishav gupta,bihar,col_c_k_nayudu,gupta
271,rohit,bihar,col_c_k_nayudu,rohit
272,roushan kumar,bihar,col_c_k_nayudu,kumar
273,sadique raza,bihar,col_c_k_nayudu,raza
274,sahid,bihar,col_c_k_nayudu,sahid
275,samarjit,bihar,col_c_k_nayudu,samarjit
276,shashank upadhyay,bihar,col_c_k_nayudu,upadhyay
277,shivam kumar,bihar,col_c_k_nayudu,kumar
278,shivam kumar,bihar,col_c_k_nayudu,kumar
279,shlok,bihar,col_c_k_nayudu,shlok
280,suraj,bihar,col_c_k_nayudu,suraj
281,suraj kashyap,bihar,col_c_k_nayudu,kashyap
282,suraj vijay,bihar,col_c_k_nayudu,vijay
283,tarun kumar singh,bihar,col_c_k_nayudu,singh
284,ujjwal kumar,bihar,col_c_k_nayudu,kumar
285,utkarsh singh,bihar,col_c_k_nayudu,singh
286,veer abhimanyu,bihar,col_c_k_nayudu,abhimanyu
287,vishal kumar,bihar,col_c_k_nayudu,kumar
288,yashraj,bihar,col_c_k_nayudu,yashraj
289,yusuf nadeem,bihar,col_c_k_nayudu,nadeem
290,aarush bhandari,chandigarh,col_c_k_nayudu,bhandari
291,aayush shukla,chandigarh,col_c_k_nayudu,shukla
292,ajai jain,chandigarh,col_c_k_nayudu,jain
293,akshit rana,chandigarh,col_c_k_nayudu,rana
294,aman garg,chandigarh,col_c_k_nayudu,garg
295,anmol sharma,chandigarh,col_c_k_nayudu,sharma
296,arbab iqbal,chandigarh,col_c_k_nayudu,iqbal
297,arjun v sharma,chandigarh,col_c_k_nayudu,sharma
298,armaan jakhar,chandigarh,col_c_k_nayudu,jakhar
299,arnav bansal,chandigarh,col_c_k_nayudu,bansal
300,aryan duggal,chandigarh,col_c_k_nayudu,duggal
301,aviraj singh gill,chandigarh,col_c_k_nayudu,gill
302,chaitanya sharma,chandigarh,col_c_k_nayudu,sharma
303,devang kaushik,chandigarh,col_c_k_nayudu,kaushik
304,dhananjay sharma,chandigarh,col_c_k_nayudu,sharma
305,dhanda,chandigarh,col_c_k_nayudu,dhanda
306,dipender kush,chandigarh,col_c_k_nayudu,kush
307,dushyant,chandigarh,col_c_k_nayudu,dushyant
308,gagan verma,chandigarh,col_c_k_nayudu,verma
309,gauravdeep singh gill,chandigarh,col_c_k_nayudu,gill
310,gurneet singh,chandigarh,col_c_k_nayudu,singh
311,gurtaj singh bains,chandigarh,col_c_k_nayudu,bains
312,harish,chandigarh,col_c_k_nayudu,harish
313,harman,chandigarh,col_c_k_nayudu,harman
314,harshit,chandigarh,col_c_k_nayudu,harshit
315,ishmit,chandigarh,col_c_k_nayudu,ishmit
316,ivraj ranauta,chandigarh,col_c_k_nayudu,ranauta
317,jagjeet singh,chandigarh,col_c_k_nayudu,singh
318,jashan pannu,chandigarh,col_c_k_nayudu,pannu
319,jashanjot sudan,chandigarh,col_c_k_nayudu,sudan
320,jaskirat singh mehra,chandigarh,col_c_k_nayudu,mehra
321,kanishk,chandigarh,col_c_k_nayudu,kanishk
322,karan sharma,chandigarh,col_c_k_nayudu,sharma
323,manav malik,chandigarh,col_c_k_nayudu,malik
324,mohd ashad,chandigarh,col_c_k_nayudu,ashad
325,neel,chandigarh,col_c_k_nayudu,neel
326,nikhil,chandigarh,col_c_k_nayudu,nikhil
327,paras,chandigarh,col_c_k_nayudu,paras
328,prashant ahlawat,chandigarh,col_c_k_nayudu,ahlawat
329,pratham sodhi,chandigarh,col_c_k_nayudu,sodhi
330,ripudaman singh godhan,chandigarh,col_c_k_nayudu,godhan
331,rishab rizvi,chandigarh,col_c_k_nayudu,rizvi
332,sahil kumar,chandigarh,col_c_k_nayudu,kumar
333,samardeep,chandigarh,col_c_k_nayudu,samardeep
334,sarthak sharan,chandigarh,col_c_k_nayudu,sharan
335,sehbaaz singh,chandigarh,col_c_k_nayudu,singh
336,shubham,chandigarh,col_c_k_nayudu,shubham
337,sohail,chandigarh,col_c_k_nayudu,sohail
338,somit,chandigarh,col_c_k_nayudu,somit
339,surya narayan yadav,chandigarh,col_c_k_nayudu,yadav
340,tejasveer saraon,chandigarh,col_c_k_nayudu,saraon
341,tejveer,chandigarh,col_c_k_nayudu,tejveer
342,yuvraj rai,chandigarh,col_c_k_nayudu,rai
343,aayush singh thakur,chhattisgarh,col_c_k_nayudu,thakur
344,abdul anas khan,chhattisgarh,col_c_k_nayudu,khan
345,abhijeet tah,chhattisgarh,col_c_k_nayudu,tah
346,ambrish kumar singh,chhattisgarh,col_c_k_nayudu,singh
347,anurag mishra,chhattisgarh,col_c_k_nayudu,mishra
348,anurag sahu,chhattisgarh,col_c_k_nayudu,sahu
349,arin dwivedi,chhattisgarh,col_c_k_nayudu,dwivedi
350,ashish kumar dahariya,chhattisgarh,col_c_k_nayudu,dahariya
351,ayush pandey,chhattisgarh,col_c_k_nayudu,pandey
352,bharat gondwani,chhattisgarh,col_c_k_nayudu,gondwani
353,darvansh singh bhuppal,chhattisgarh,col_c_k_nayudu,bhuppal
354,deepak singh,chhattisgarh,col_c_k_nayudu,singh
355,deepak yadav,chhattisgarh,col_c_k_nayudu,yadav
356,dev aditya singh,chhattisgarh,col_c_k_nayudu,singh
357,gaurav chaturvedi,chhattisgarh,col_c_k_nayudu,chaturvedi
358,harsh kumar,chhattisgarh,col_c_k_nayudu,kumar
359,harsh rathore,chhattisgarh,col_c_k_nayudu,rathore
360,harsh sahu,chhattisgarh,col_c_k_nayudu,sahu
361,jitesh kumar verma,chhattisgarh,col_c_k_nayudu,verma
362,kivnoor singh,chhattisgarh,col_c_k_nayudu,singh
363,manish ray,chhattisgarh,col_c_k_nayudu,ray
364,manraj singh dhillon,chhattisgarh,col_c_k_nayudu,dhillon
365,mayank verma,chhattisgarh,col_c_k_nayudu,verma
366,mayank yadav,chhattisgarh,col_c_k_nayudu,yadav
367,mo ishhak khan,chhattisgarh,col_c_k_nayudu,khan
368,nikhil kanoriya,chhattisgarh,col_c_k_nayudu,kanoriya
369,prabhash shukla,chhattisgarh,col_c_k_nayudu,shukla
370,prabhat anand,chhattisgarh,col_c_k_nayudu,anand
371,prashant sai painkra,chhattisgarh,col_c_k_nayudu,painkra
372,pratham singh thakur,chhattisgarh,col_c_k_nayudu,thakur
373,rahul pradhan,chhattisgarh,col_c_k_nayudu,pradhan
374,samarpit thakur,chhattisgarh,col_c_k_nayudu,thakur
375,satyam dubey,chhattisgarh,col_c_k_nayudu,dubey
376,shashwat sharda,chhattisgarh,col_c_k_nayudu,sharda
377,shobhit sharma,chhattisgarh,col_c_k_nayudu,sharma
378,sumit agrawal,chhattisgarh,col_c_k_nayudu,agrawal
379,sunny pandey,chhattisgarh,col_c_k_nayudu,pandey
380,t advaith,chhattisgarh,col_c_k_nayudu,advaith
381,tanmay sharma,chhattisgarh,col_c_k_nayudu,sharma
382,varun singh bhuie,chhattisgarh,col_c_k_nayudu,bhuie
383,vasudev bareth,chhattisgarh,col_c_k_nayudu,bareth
384,vijay yadav,chhattisgarh,col_c_k_nayudu,yadav
385,aatrey,delhi,col_c_k_nayudu,aatrey
386,aayush singh,delhi,col_c_k_nayudu,singh
387,agrim sharma,delhi,col_c_k_nayudu,sharma
388,akhil chaudhary,delhi,col_c_k_nayudu,chaudhary
389,akshay kapoor,delhi,col_c_k_nayudu,kapoor
390,aman bharti,delhi,col_c_k_nayudu,bharti
391,anant sareen,delhi,col_c_k_nayudu,sareen
392,ankit rajesh kumar,delhi,col_c_k_nayudu,kumar
393,arpit rana,delhi,col_c_k_nayudu,rana
394,aryan dalal,delhi,col_c_k_nayudu,dalal
395,ayush doseja,delhi,col_c_k_nayudu,doseja
396,dev lakra,delhi,col_c_k_nayudu,lakra
397,dhairya singh,delhi,col_c_k_nayudu,singh
398,dhruv chauhan,delhi,col_c_k_nayudu,chauhan
399,divij mehra,delhi,col_c_k_nayudu,mehra
400,gaurav mehra,delhi,col_c_k_nayudu,mehra
401,gaurav sabharwal,delhi,col_c_k_nayudu,sabharwal
402,hardik sharma,delhi,col_c_k_nayudu,sharma
403,ishan chopra,delhi,col_c_k_nayudu,chopra
404,karan garg,delhi,col_c_k_nayudu,garg
405,karn kashyap,delhi,col_c_k_nayudu,kashyap
406,kavya gupta,delhi,col_c_k_nayudu,gupta
407,keshav singh dalal,delhi,col_c_k_nayudu,dalal
408,krish yadav,delhi,col_c_k_nayudu,yadav
409,kush nagpal,delhi,col_c_k_nayudu,nagpal
410,lakshay sehrawat,delhi,col_c_k_nayudu,sehrawat
411,manan bhardwaj,delhi,col_c_k_nayudu,bhardwaj
412,mayank gusain,delhi,col_c_k_nayudu,gusain
413,naman wason,delhi,col_c_k_nayudu,wason
414,parteek,delhi,col_c_k_nayudu,parteek
415,prabhjot singh,delhi,col_c_k_nayudu,singh
416,priyansh arya,delhi,col_c_k_nayudu,arya
417,raghav singh,delhi,col_c_k_nayudu,singh
418,rahul chaudhary,delhi,col_c_k_nayudu,chaudhary
419,rishabh rana,delhi,col_c_k_nayudu,rana
420,rishi sharma,delhi,col_c_k_nayudu,sharma
421,rohan,delhi,col_c_k_nayudu,rohan
422,rounak waghela,delhi,col_c_k_nayudu,waghela
423,saksham singroha,delhi,col_c_k_nayudu,singroha
424,shaurya malik,delhi,col_c_k_nayudu,malik
425,shreeyans mahey,delhi,col_c_k_nayudu,mahey
426,shreshth yadav,delhi,col_c_k_nayudu,yadav
427,sujal singh,delhi,col_c_k_nayudu,singh
428,tarun bisht,delhi,col_c_k_nayudu,bisht
429,vansh veena bedi,delhi,col_c_k_nayudu,bedi
430,vivek kumar tiwari,delhi,col_c_k_nayudu,tiwari
431,vivek yadav,delhi,col_c_k_nayudu,yadav
432,y bhardwaj,delhi,col_c_k_nayudu,bhardwaj
433,yajas sharma,delhi,col_c_k_nayudu,sharma
434,yash bhatia,delhi,col_c_k_nayudu,bhatia
435,yashwardhan oberoi,delhi,col_c_k_nayudu,oberoi
436,yatish singh,delhi,col_c_k_nayudu,singh
437,yugal saini,delhi,col_c_k_nayudu,saini
438,abhinandan thakur,goa,col_c_k_nayudu,thakur
439,aryan ajay narvekar,goa,col_c_k_nayudu,narvekar
440,ashmit bharat patil,goa,col_c_k_nayudu,patil
441,ayush verlekar,goa,col_c_k_nayudu,verlekar
442,azaan thota,goa,col_c_k_nayudu,thota
443,chittem devankumar,goa,col_c_k_nayudu,devankumar
444,deepanshu sharma,goa,col_c_k_nayudu,sharma
445,izaan shaikh,goa,col_c_k_nayudu,shaikh
446,jay,goa,col_c_k_nayudu,jay
447,kaushal hattangadi,goa,col_c_k_nayudu,hattangadi
448,lakhmesh pawane,goa,col_c_k_nayudu,pawane
449,mayur kanade,goa,col_c_k_nayudu,kanade
450,mihir gawde,goa,col_c_k_nayudu,gawde
451,prakash lamani,goa,col_c_k_nayudu,lamani
452,ratish tate,goa,col_c_k_nayudu,tate
453,rudresh sharma,goa,col_c_k_nayudu,sharma
454,sanath nevagi,goa,col_c_k_nayudu,nevagi
455,sarfaraj mohammad,goa,col_c_k_nayudu,mohammad
456,sarvesh gurav,goa,col_c_k_nayudu,gurav
457,shadab khan,goa,col_c_k_nayudu,khan
458,shivam pratap singh,goa,col_c_k_nayudu,singh
459,shivendra h bhujbal,goa,col_c_k_nayudu,bhujbal
460,vinayak g kunte,goa,col_c_k_nayudu,kunte
461,a r desai,gujarat,col_c_k_nayudu,desai
462,aditya raval,gujarat,col_c_k_nayudu,raval
463,ahaan poddar,gujarat,col_c_k_nayudu,poddar
464,arya rathod,gujarat,col_c_k_nayudu,rathod
465,aryadevsinh vaghela,gujarat,col_c_k_nayudu,vaghela
466,ashutosh patel,gujarat,col_c_k_nayudu,patel
467,bhavin d rathod,gujarat,col_c_k_nayudu,rathod
468,bhavya v chouhan,gujarat,col_c_k_nayudu,chouhan
469,divya d jadhav,gujarat,col_c_k_nayudu,jadhav
470,dixit prajapati,gujarat,col_c_k_nayudu,prajapati
471,gevin prajapati,gujarat,col_c_k_nayudu,prajapati
472,j k bhatt,gujarat,col_c_k_nayudu,bhatt
