,player,team,comp,surname
3472,roshan alam,assam,syed_mushtaq_ali_trophy,alam
3473,ruhinandan pegu,assam,syed_mushtaq_ali_trophy,pegu
3474,s c ghadigaonkar,assam,syed_mushtaq_ali_trophy,ghadigaonkar
3475,saahil jain,assam,syed_mushtaq_ali_trophy,jain
3476,sadak hussain,assam,syed_mushtaq_ali_trophy,hussain
3477,sarupam purkayastha,assam,syed_mushtaq_ali_trophy,purkayastha
3478,saurav mousum dihingia,assam,syed_mushtaq_ali_trophy,dihingia
3479,senglong rongpi,assam,syed_mushtaq_ali_trophy,rongpi
3480,sibsankar roy,assam,syed_mushtaq_ali_trophy,roy
3481,siddharth sarmah,assam,syed_mushtaq_ali_trophy,sarmah
3482,subham mandal,assam,syed_mushtaq_ali_trophy,mandal
3483,sumit kashyap,assam,syed_mushtaq_ali_trophy,kashyap
3484,sunil lachit,assam,syed_mushtaq_ali_trophy,lachit
3485,a b more,baroda,syed_mushtaq_ali_trophy,more
3486,a m singh,baroda,syed_mushtaq_ali_trophy,singh
3487,a s karambelkar,baroda,syed_mushtaq_ali_trophy,karambelkar
3488,a sheth,baroda,syed_mushtaq_ali_trophy,sheth
3489,abhimanyusingh,baroda,syed_mushtaq_ali_trophy,abhimanyusingh
3490,aditya waghmode,baroda,syed_mushtaq_ali_trophy,waghmode
3491,ah pasi,baroda,syed_mushtaq_ali_trophy,pasi
3492,anant bharwad,baroda,syed_mushtaq_ali_trophy,bharwad
3493,arya manish pagar,baroda,syed_mushtaq_ali_trophy,pagar
3494,b a pathan,baroda,syed_mushtaq_ali_trophy,pathan
3495,bhanu pania,baroda,syed_mushtaq_ali_trophy,pania
3496,bhargav bhatt,baroda,syed_mushtaq_ali_trophy,bhatt
3497,chintal gandhi,baroda,syed_mushtaq_ali_trophy,gandhi
3498,dhruv patel,baroda,syed_mushtaq_ali_trophy,patel
3499,h h pandya,baroda,syed_mushtaq_ali_trophy,pandya
3500,h punde,baroda,syed_mushtaq_ali_trophy,punde
3501,harsh desai,baroda,syed_mushtaq_ali_trophy,desai
3502,j k singh,baroda,syed_mushtaq_ali_trophy,singh
3503,jay abhale,baroda,syed_mushtaq_ali_trophy,abhale
3504,k h pandya,baroda,syed_mushtaq_ali_trophy,pandya
3505,k r kakade,baroda,syed_mushtaq_ali_trophy,kakade
3506,kedar devdhar,baroda,syed_mushtaq_ali_trophy,devdhar
3507,kinit patel,baroda,syed_mushtaq_ali_trophy,patel
3508,l i meriwala,baroda,syed_mushtaq_ali_trophy,meriwala
3509,lakshit,baroda,syed_mushtaq_ali_trophy,lakshit
3510,m b mehta,baroda,syed_mushtaq_ali_trophy,mehta
3511,mahesh pithiya,baroda,syed_mushtaq_ali_trophy,pithiya
3512,mitesh patel,baroda,syed_mushtaq_ali_trophy,patel
3513,mohit mongia,baroda,syed_mushtaq_ali_trophy,mongia
3514,n a rathva,baroda,syed_mushtaq_ali_trophy,rathva
3515,p a kumar,baroda,syed_mushtaq_ali_trophy,kumar
3516,p d yadav,baroda,syed_mushtaq_ali_trophy,yadav
3517,p s kohli,baroda,syed_mushtaq_ali_trophy,kohli
3518,priyanshu moliya,baroda,syed_mushtaq_ali_trophy,moliya
3519,raj limbani,baroda,syed_mushtaq_ali_trophy,limbani
3520,raj patel,baroda,syed_mushtaq_ali_trophy,patel
3521,s a pandey,baroda,syed_mushtaq_ali_trophy,pandey
3522,s d patel,baroda,syed_mushtaq_ali_trophy,patel
3523,s i sopariya,baroda,syed_mushtaq_ali_trophy,sopariya
3524,s s desai,baroda,syed_mushtaq_ali_trophy,desai
3525,sahejadkhan pathan,baroda,syed_mushtaq_ali_trophy,pathan
3526,shashwat rawat,baroda,syed_mushtaq_ali_trophy,rawat
3527,shivalik sharma,baroda,syed_mushtaq_ali_trophy,sharma
3528,shivang sane,baroda,syed_mushtaq_ali_trophy,sane
3529,vishal yadav,baroda,syed_mushtaq_ali_trophy,yadav
3530,vishnu solanki,baroda,syed_mushtaq_ali_trophy,solanki
3531,yashv singh,baroda,syed_mushtaq_ali_trophy,singh
3532,a mishra,bengal,syed_mushtaq_ali_trophy,mishra
3533,a r easwaran,bengal,syed_mushtaq_ali_trophy,easwaran
3534,aamir,bengal,syed_mushtaq_ali_trophy,aamir
3535,abhishek kumar raman,bengal,syed_mushtaq_ali_trophy,raman
3536,abishek porel,bengal,syed_mushtaq_ali_trophy,porel
3537,agniv pan,bengal,syed_mushtaq_ali_trophy,pan
3538,akash deep,bengal,syed_mushtaq_ali_trophy,deep
3539,akhilesh yadav,bengal,syed_mushtaq_ali_trophy,yadav
3540,ananta saha,bengal,syed_mushtaq_ali_trophy,saha
3541,ankur paul,bengal,syed_mushtaq_ali_trophy,paul
3542,anustup majumdar,bengal,syed_mushtaq_ali_trophy,majumdar
3543,avilin ghosh,bengal,syed_mushtaq_ali_trophy,ghosh
3544,geet puri,bengal,syed_mushtaq_ali_trophy,puri
3545,ishan porel,bengal,syed_mushtaq_ali_trophy,porel
3546,kanishk seth,bengal,syed_mushtaq_ali_trophy,seth
3547,karan lal,bengal,syed_mushtaq_ali_trophy,lal
3548,kaushik maity,bengal,syed_mushtaq_ali_trophy,maity
3549,kazi junaid saifi,bengal,syed_mushtaq_ali_trophy,saifi
3550,mohammad kaif,bengal,syed_mushtaq_ali_trophy,kaif
3551,mohammed shami,bengal,syed_mushtaq_ali_trophy,shami
3552,mukesh kumar,bengal,syed_mushtaq_ali_trophy,kumar
3553,pb chakraborty,bengal,syed_mushtaq_ali_trophy,chakraborty
3554,pradipta pramanik,bengal,syed_mushtaq_ali_trophy,pramanik
3555,prayas ray barman,bengal,syed_mushtaq_ali_trophy,barman
3556,r vivek,bengal,syed_mushtaq_ali_trophy,vivek
3557,ranjot singh kharia,bengal,syed_mushtaq_ali_trophy,kharia
3558,ravi kumar,bengal,syed_mushtaq_ali_trophy,kumar
3559,ritwik roy chowdhury,bengal,syed_mushtaq_ali_trophy,chowdhury
3560,rohit kumar,bengal,syed_mushtaq_ali_trophy,kumar
3561,s sarkar,bengal,syed_mushtaq_ali_trophy,sarkar
3562,saksham chaudhary,bengal,syed_mushtaq_ali_trophy,chaudhary
3563,satyaki,bengal,syed_mushtaq_ali_trophy,satyaki
3564,sayan ghosh,bengal,syed_mushtaq_ali_trophy,ghosh
3565,sayed irfan aftab,bengal,syed_mushtaq_ali_trophy,aftab
3566,shahbaz,bengal,syed_mushtaq_ali_trophy,shahbaz
3567,shakir habib gandhi,bengal,syed_mushtaq_ali_trophy,gandhi
3568,shuvam dey,bengal,syed_mushtaq_ali_trophy,dey
3569,soummyadip mandal,bengal,syed_mushtaq_ali_trophy,mandal
3570,sourav paul,bengal,syed_mushtaq_ali_trophy,paul
3571,subham chatterjee,bengal,syed_mushtaq_ali_trophy,chatterjee
3572,sudip chatterjee,bengal,syed_mushtaq_ali_trophy,chatterjee
3573,sudip kumar gharami,bengal,syed_mushtaq_ali_trophy,gharami
3574,sujit kumar yadav,bengal,syed_mushtaq_ali_trophy,yadav
3575,sukhmeet singh,bengal,syed_mushtaq_ali_trophy,singh
3576,sumit mohanta,bengal,syed_mushtaq_ali_trophy,mohanta
3577,suraj sindhu jaiswal,bengal,syed_mushtaq_ali_trophy,jaiswal
3578,suvankar bal,bengal,syed_mushtaq_ali_trophy,bal
3579,vaibhav yadav,bengal,syed_mushtaq_ali_trophy,yadav
3580,vikas,bengal,syed_mushtaq_ali_trophy,vikas
3581,vishal bhati,bengal,syed_mushtaq_ali_trophy,bhati
3582,wriddhiman saha,bengal,syed_mushtaq_ali_trophy,saha
3583,writtick bijoy chatterjee,bengal,syed_mushtaq_ali_trophy,chatterjee
3584,yudhajit guha,bengal,syed_mushtaq_ali_trophy,guha
3585,a ahmad,bihar,syed_mushtaq_ali_trophy,ahmad
3586,a anand,bihar,syed_mushtaq_ali_trophy,anand
3587,a raj,bihar,syed_mushtaq_ali_trophy,raj
3588,abhijeet,bihar,syed_mushtaq_ali_trophy,abhijeet
3589,abhishek babu,bihar,syed_mushtaq_ali_trophy,babu
3590,aditya singh,bihar,syed_mushtaq_ali_trophy,singh
3591,ahsan ansari,bihar,syed_mushtaq_ali_trophy,ansari
3592,akarsh,bihar,syed_mushtaq_ali_trophy,akarsh
3593,akash raj,bihar,syed_mushtaq_ali_trophy,raj
3594,alok kumar,bihar,syed_mushtaq_ali_trophy,kumar
3595,amod yadav,bihar,syed_mushtaq_ali_trophy,yadav
3596,ankit singh,bihar,syed_mushtaq_ali_trophy,singh
3597,atul prakash,bihar,syed_mushtaq_ali_trophy,prakash
3598,ayush loharuka,bihar,syed_mushtaq_ali_trophy,loharuka
3599,babul kumar,bihar,syed_mushtaq_ali_trophy,kumar
3600,bansi,bihar,syed_mushtaq_ali_trophy,bansi
3601,basukinath,bihar,syed_mushtaq_ali_trophy,basukinath
3602,binny,bihar,syed_mushtaq_ali_trophy,binny
3603,bipin saurabh,bihar,syed_mushtaq_ali_trophy,saurabh
3604,danish javed choudhary,bihar,syed_mushtaq_ali_trophy,choudhary
3605,gajendra singh,bihar,syed_mushtaq_ali_trophy,singh
3606,gautam,bihar,syed_mushtaq_ali_trophy,gautam
3607,gourav kumar,bihar,syed_mushtaq_ali_trophy,kumar
3608,gupil rai,bihar,syed_mushtaq_ali_trophy,rai
3609,h n singh,bihar,syed_mushtaq_ali_trophy,singh
3610,harsh raj,bihar,syed_mushtaq_ali_trophy,raj
3611,harsh vikram singh,bihar,syed_mushtaq_ali_trophy,singh
3612,himanshu singh,bihar,syed_mushtaq_ali_trophy,singh
3613,hrishi raj,bihar,syed_mushtaq_ali_trophy,raj
3614,jitin,bihar,syed_mushtaq_ali_trophy,jitin
3615,karan raj,bihar,syed_mushtaq_ali_trophy,raj
3616,krishna kumar yadav,bihar,syed_mushtaq_ali_trophy,yadav
3617,kumar rajnish,bihar,syed_mushtaq_ali_trophy,rajnish
3618,mahrour,bihar,syed_mushtaq_ali_trophy,mahrour
3619,mayank choudhary,bihar,syed_mushtaq_ali_trophy,choudhary
3620,mrityunjay singh,bihar,syed_mushtaq_ali_trophy,singh
3621,navneet jha,bihar,syed_mushtaq_ali_trophy,jha
3622,nawaz,bihar,syed_mushtaq_ali_trophy,nawaz
3623,niku kumar,bihar,syed_mushtaq_ali_trophy,kumar
3624,nisar,bihar,syed_mushtaq_ali_trophy,nisar
3625,paramjeet singh,bihar,syed_mushtaq_ali_trophy,singh
3626,piyush kumar singh,bihar,syed_mushtaq_ali_trophy,singh
3627,pranay sanjay prasad,bihar,syed_mushtaq_ali_trophy,prasad
3628,prashant kumar,bihar,syed_mushtaq_ali_trophy,kumar
3629,prashant kumar singh,bihar,syed_mushtaq_ali_trophy,singh
3630,pratap,bihar,syed_mushtaq_ali_trophy,pratap
3631,pratik kumar,bihar,syed_mushtaq_ali_trophy,kumar
3632,prithvi raj,bihar,syed_mushtaq_ali_trophy,raj
3633,ravi kumar,bihar,syed_mushtaq_ali_trophy,kumar
3634,ravi shankar,bihar,syed_mushtaq_ali_trophy,shankar
3635,rishav,bihar,syed_mushtaq_ali_trophy,rishav
3636,s gani,bihar,syed_mushtaq_ali_trophy,gani
3637,sabir khan,bihar,syed_mushtaq_ali_trophy,khan
3638,sachin kumar,bihar,syed_mushtaq_ali_trophy,kumar
3639,sachin kumar singh,bihar,syed_mushtaq_ali_trophy,singh
3640,sagar kumar,bihar,syed_mushtaq_ali_trophy,kumar
3641,sakib hussain,bihar,syed_mushtaq_ali_trophy,hussain
3642,shabbir khan,bihar,syed_mushtaq_ali_trophy,khan
3643,shishir saket,bihar,syed_mushtaq_ali_trophy,saket
3644,sraman nigrodh,bihar,syed_mushtaq_ali_trophy,nigrodh
3645,syed gulrez,bihar,syed_mushtaq_ali_trophy,gulrez
3646,thakur devashish,bihar,syed_mushtaq_ali_trophy,devashish
3647,tripurari keshav,bihar,syed_mushtaq_ali_trophy,keshav
3648,v raj,bihar,syed_mushtaq_ali_trophy,raj
3649,vachaspati,bihar,syed_mushtaq_ali_trophy,vachaspati
3650,vaibhav suryavanshi,bihar,syed_mushtaq_ali_trophy,suryavanshi
3651,veer pratap singh,bihar,syed_mushtaq_ali_trophy,singh
3652,vikas patel,bihar,syed_mushtaq_ali_trophy,patel
3653,vishal singh,bihar,syed_mushtaq_ali_trophy,singh
3654,vivek kumar,bihar,syed_mushtaq_ali_trophy,kumar
3655,yp yadav,bihar,syed_mushtaq_ali_trophy,yadav
3656,zafar,bihar,syed_mushtaq_ali_trophy,zafar
3657,a a kumar,chandigarh,syed_mushtaq_ali_trophy,kumar
3658,a k kaushik,chandigarh,syed_mushtaq_ali_trophy,kaushik
3659,aayush sikka,chandigarh,syed_mushtaq_ali_trophy,sikka
3660,abhijeet garg,chandigarh,syed_mushtaq_ali_trophy,garg
3661,abhishek singh,chandigarh,syed_mushtaq_ali_trophy,singh
3662,akash sudan,chandigarh,syed_mushtaq_ali_trophy,sudan
3663,amrit lal lubana,chandigarh,syed_mushtaq_ali_trophy,lubana
3664,anirudh kanwar,chandigarh,syed_mushtaq_ali_trophy,kanwar
3665,arjit singh,chandigarh,syed_mushtaq_ali_trophy,singh
3666,arjun azad,chandigarh,syed_mushtaq_ali_trophy,azad
3667,arpit singh,chandigarh,syed_mushtaq_ali_trophy,singh
3668,arslan z khan,chandigarh,syed_mushtaq_ali_trophy,khan
3669,bhagmender lather,chandigarh,syed_mushtaq_ali_trophy,lather
3670,c dhindsa,chandigarh,syed_mushtaq_ali_trophy,dhindsa
3671,gaurav gambhir,chandigarh,syed_mushtaq_ali_trophy,gambhir
3672,gaurav puri,chandigarh,syed_mushtaq_ali_trophy,puri
3673,gurinder singh,chandigarh,syed_mushtaq_ali_trophy,singh
3674,hardik chowdhry,chandigarh,syed_mushtaq_ali_trophy,chowdhry
3675,harjit singh,chandigarh,syed_mushtaq_ali_trophy,singh
3676,hartejassvi,chandigarh,syed_mushtaq_ali_trophy,hartejassvi
3677,jagdeep singh,chandigarh,syed_mushtaq_ali_trophy,singh
3678,jagjit singh sandhu,chandigarh,syed_mushtaq_ali_trophy,sandhu
3679,karan kaila,chandigarh,syed_mushtaq_ali_trophy,kaila
3680,karan singh,chandigarh,syed_mushtaq_ali_trophy,singh
3681,karthik sandil,chandigarh,syed_mushtaq_ali_trophy,sandil
3682,kunal mahajan,chandigarh,syed_mushtaq_ali_trophy,mahajan
3683,manan vohra,chandigarh,syed_mushtaq_ali_trophy,vohra
3684,mandeep singh,chandigarh,syed_mushtaq_ali_trophy,singh
3685,mayank sidhu,chandigarh,syed_mushtaq_ali_trophy,sidhu
3686,mohit soni,chandigarh,syed_mushtaq_ali_trophy,soni
3687,nehal pajni,chandigarh,syed_mushtaq_ali_trophy,pajni
3688,nikhil,chandigarh,syed_mushtaq_ali_trophy,nikhil
3689,nikhil sharma,chandigarh,syed_mushtaq_ali_trophy,sharma
3690,nikhil thakur,chandigarh,syed_mushtaq_ali_trophy,thakur
3691,nipun sharda,chandigarh,syed_mushtaq_ali_trophy,sharda
3692,nishunk birla,chandigarh,syed_mushtaq_ali_trophy,birla
3693,pardeep yadav,chandigarh,syed_mushtaq_ali_trophy,yadav
3694,rahul s sharma,chandigarh,syed_mushtaq_ali_trophy,sharma
3695,rahul singh,chandigarh,syed_mushtaq_ali_trophy,singh
3696,rajangad bawa,chandigarh,syed_mushtaq_ali_trophy,bawa
3697,raman bishnoi,chandigarh,syed_mushtaq_ali_trophy,bishnoi
3698,ravinderpal singh,chandigarh,syed_mushtaq_ali_trophy,singh
3699,rohit dhanda,chandigarh,syed_mushtaq_ali_trophy,dhanda
3700,sagar saharan,chandigarh,syed_mushtaq_ali_trophy,saharan
3701,saini,chandigarh,syed_mushtaq_ali_trophy,saini
3702,sandeep sharma,chandigarh,syed_mushtaq_ali_trophy,sharma
3703,sanyam saini,chandigarh,syed_mushtaq_ali_trophy,saini
3704,shivam bhambri,chandigarh,syed_mushtaq_ali_trophy,bhambri
3705,sukarn,chandigarh,syed_mushtaq_ali_trophy,sukarn
3706,sunny singh,chandigarh,syed_mushtaq_ali_trophy,singh
3707,taranpreet singh,chandigarh,syed_mushtaq_ali_trophy,singh
3708,tushar joshi,chandigarh,syed_mushtaq_ali_trophy,joshi
3709,vaibhav narang,chandigarh,syed_mushtaq_ali_trophy,narang
3710,varun kumar,chandigarh,syed_mushtaq_ali_trophy,kumar
3711,vikas kumar,chandigarh,syed_mushtaq_ali_trophy,kumar
3712,vishu,chandigarh,syed_mushtaq_ali_trophy,vishu
3713,vivek vashisht,chandigarh,syed_mushtaq_ali_trophy,vashisht
3714,a g rao,chhattisgarh,syed_mushtaq_ali_trophy,rao
3715,a g tiwary,chhattisgarh,syed_mushtaq_ali_trophy,tiwary
3716,aditya singh,chhattisgarh,syed_mushtaq_ali_trophy,singh
3717,aishwary marya,chhattisgarh,syed_mushtaq_ali_trophy,marya
3718,ajay mandal,chhattisgarh,syed_mushtaq_ali_trophy,mandal
3719,amandeep khare,chhattisgarh,syed_mushtaq_ali_trophy,khare
3720,ashish chouhan,chhattisgarh,syed_mushtaq_ali_trophy,chouhan
3721,ashutosh singh,chhattisgarh,syed_mushtaq_ali_trophy,singh
3722,ayush pandey,chhattisgarh,syed_mushtaq_ali_trophy,pandey
3723,bhupen lalwani,chhattisgarh,syed_mushtaq_ali_trophy,lalwani
3724,deepak yadav,chhattisgarh,syed_mushtaq_ali_trophy,yadav
3725,dev aditya singh,chhattisgarh,syed_mushtaq_ali_trophy,singh
3726,gagandeep singh,chhattisgarh,syed_mushtaq_ali_trophy,singh
3727,hamid raza,chhattisgarh,syed_mushtaq_ali_trophy,raza
3728,harsh yadav,chhattisgarh,syed_mushtaq_ali_trophy,yadav
3729,j p butte,chhattisgarh,syed_mushtaq_ali_trophy,butte
3730,kd eknath,chhattisgarh,syed_mushtaq_ali_trophy,eknath
3731,mayank yadav,chhattisgarh,syed_mushtaq_ali_trophy,yadav
3732,md irfan,chhattisgarh,syed_mushtaq_ali_trophy,irfan
3733,p m parnate,chhattisgarh,syed_mushtaq_ali_trophy,parnate
3734,p m yadav,chhattisgarh,syed_mushtaq_ali_trophy,yadav
3735,prashant sai painkra,chhattisgarh,syed_mushtaq_ali_trophy,painkra
3736,praveen kumar yadav,chhattisgarh,syed_mushtaq_ali_trophy,yadav
3737,ravi kiran,chhattisgarh,syed_mushtaq_ali_trophy,kiran
3738,rishabh tiwari,chhattisgarh,syed_mushtaq_ali_trophy,tiwari
3739,s k chadda,chhattisgarh,syed_mushtaq_ali_trophy,chadda
3740,s s soni,chhattisgarh,syed_mushtaq_ali_trophy,soni
3741,sahban khan,chhattisgarh,syed_mushtaq_ali_trophy,khan
3742,sanidhya hurkat,chhattisgarh,syed_mushtaq_ali_trophy,hurkat
3743,sanjeet desai,chhattisgarh,syed_mushtaq_ali_trophy,desai
3744,satyam dubey,chhattisgarh,syed_mushtaq_ali_trophy,dubey
3745,shashank chandrakar,chhattisgarh,syed_mushtaq_ali_trophy,chandrakar
3746,shashank singh,chhattisgarh,syed_mushtaq_ali_trophy,singh
3747,shashank tiwari,chhattisgarh,syed_mushtaq_ali_trophy,tiwari
3748,shubham agrawal,chhattisgarh,syed_mushtaq_ali_trophy,agrawal
3749,shubham singh,chhattisgarh,syed_mushtaq_ali_trophy,singh
3750,sourabh majumdar,chhattisgarh,syed_mushtaq_ali_trophy,majumdar
3751,sumit ruikar,chhattisgarh,syed_mushtaq_ali_trophy,ruikar
3752,u m tiwari,chhattisgarh,syed_mushtaq_ali_trophy,tiwari
3753,vasudev bareth,chhattisgarh,syed_mushtaq_ali_trophy,bareth
3754,vishvash malik,chhattisgarh,syed_mushtaq_ali_trophy,malik
3755,aayush singh,delhi,syed_mushtaq_ali_trophy,singh
3756,ajay guliya,delhi,syed_mushtaq_ali_trophy,guliya
3757,akhil chaudhary,delhi,syed_mushtaq_ali_trophy,chaudhary
3758,ankit rajesh kumar,delhi,syed_mushtaq_ali_trophy,kumar
3759,anuj rawat,delhi,syed_mushtaq_ali_trophy,rawat
3760,arpit rana,delhi,syed_mushtaq_ali_trophy,rana
3761,arya,delhi,syed_mushtaq_ali_trophy,arya
3762,aryan rana,delhi,syed_mushtaq_ali_trophy,rana
3763,ayush badoni,delhi,syed_mushtaq_ali_trophy,badoni
3764,ayush doseja,delhi,syed_mushtaq_ali_trophy,doseja
3765,bhagwan singh,delhi,syed_mushtaq_ali_trophy,singh
3766,dhruv,delhi,syed_mushtaq_ali_trophy,dhruv
3767,digvesh,delhi,syed_mushtaq_ali_trophy,digvesh
3768,divij mehra,delhi,syed_mushtaq_ali_trophy,mehra
3769,gagan vats,delhi,syed_mushtaq_ali_trophy,vats
3770,harsh tyagi,delhi,syed_mushtaq_ali_trophy,tyagi
3771,harshit rana,delhi,syed_mushtaq_ali_trophy,rana
3772,himanshu chauhan,delhi,syed_mushtaq_ali_trophy,chauhan
3773,himmat singh,delhi,syed_mushtaq_ali_trophy,singh
3774,hritik shokeen,delhi,syed_mushtaq_ali_trophy,shokeen
3775,ishant sharma,delhi,syed_mushtaq_ali_trophy,sharma
3776,jitesh singh,delhi,syed_mushtaq_ali_trophy,singh
3777,jonty sidhu,delhi,syed_mushtaq_ali_trophy,sidhu
3778,keshav dabas,delhi,syed_mushtaq_ali_trophy,dabas
3779,keshav singh dalal,delhi,syed_mushtaq_ali_trophy,dalal
3780,krish yadav,delhi,syed_mushtaq_ali_trophy,yadav
3781,kshitiz sharma,delhi,syed_mushtaq_ali_trophy,sharma
3782,kuldip yadav,delhi,syed_mushtaq_ali_trophy,yadav
3783,kunwar bidhuri,delhi,syed_mushtaq_ali_trophy,bidhuri
3784,lalit yadav,delhi,syed_mushtaq_ali_trophy,yadav
3785,manpreet singh,delhi,syed_mushtaq_ali_trophy,singh
3786,mayank gusain,delhi,syed_mushtaq_ali_trophy,gusain
3787,mayank rawat,delhi,syed_mushtaq_ali_trophy,rawat
3788,mayank yadav,delhi,syed_mushtaq_ali_trophy,yadav
3789,money grewal,delhi,syed_mushtaq_ali_trophy,grewal
3790,navdeep saini,delhi,syed_mushtaq_ali_trophy,saini
3791,pranav,delhi,syed_mushtaq_ali_trophy,pranav
3792,pranshu vijayran,delhi,syed_mushtaq_ali_trophy,vijayran
3793,prince choudhary,delhi,syed_mushtaq_ali_trophy,choudhary
3794,prince yadav,delhi,syed_mushtaq_ali_trophy,yadav
3795,priyansh arya,delhi,syed_mushtaq_ali_trophy,arya
3796,puneet chahal,delhi,syed_mushtaq_ali_trophy,chahal
3797,rahul gahlot,delhi,syed_mushtaq_ali_trophy,gahlot
3798,rishabh pant,delhi,syed_mushtaq_ali_trophy,pant
3799,rounak waghela,delhi,syed_mushtaq_ali_trophy,waghela
3800,s s khatri,delhi,syed_mushtaq_ali_trophy,khatri
3801,saksham sharma,delhi,syed_mushtaq_ali_trophy,sharma
3802,salil malhotra,delhi,syed_mushtaq_ali_trophy,malhotra
3803,samarth seth,delhi,syed_mushtaq_ali_trophy,seth
3804,sanat sangwan,delhi,syed_mushtaq_ali_trophy,sangwan
3805,sarthak ranjan,delhi,syed_mushtaq_ali_trophy,ranjan
3806,shivam gupta,delhi,syed_mushtaq_ali_trophy,gupta
3807,shivam sharma,delhi,syed_mushtaq_ali_trophy,sharma
3808,shivank vashisth,delhi,syed_mushtaq_ali_trophy,vashisth
3809,shubham sharma,delhi,syed_mushtaq_ali_trophy,sharma
3810,siddhant,delhi,syed_mushtaq_ali_trophy,siddhant
3811,siddhant bansal,delhi,syed_mushtaq_ali_trophy,bansal
3812,simarjeet singh,delhi,syed_mushtaq_ali_trophy,singh
3813,sujal singh,delhi,syed_mushtaq_ali_trophy,singh
3814,sumit kumar,delhi,syed_mushtaq_ali_trophy,kumar
3815,sumit mathur,delhi,syed_mushtaq_ali_trophy,mathur
3816,suyash sharma,delhi,syed_mushtaq_ali_trophy,sharma
3817,tejasvi,delhi,syed_mushtaq_ali_trophy,tejasvi
3818,tishant dabla,delhi,syed_mushtaq_ali_trophy,dabla
3819,vaibhav kandpal,delhi,syed_mushtaq_ali_trophy,kandpal
3820,vaibhav sharma,delhi,syed_mushtaq_ali_trophy,sharma
3821,vansh veena bedi,delhi,syed_mushtaq_ali_trophy,bedi
3822,vikas solanki,delhi,syed_mushtaq_ali_trophy,solanki
3823,virat kohli,delhi,syed_mushtaq_ali_trophy,kohli
3824,yash dhull,delhi,syed_mushtaq_ali_trophy,dhull
3825,arjun tendulkar,goa,syed_mushtaq_ali_trophy,tendulkar
3826,azaan thota,goa,syed_mushtaq_ali_trophy,thota
3827,darshan misal,goa,syed_mushtaq_ali_trophy,misal
3828,deepraj gaonkar,goa,syed_mushtaq_ali_trophy,gaonkar
3829,felix alemao,goa,syed_mushtaq_ali_trophy,alemao
3830,heramb parab,goa,syed_mushtaq_ali_trophy,parab
3831,ishaan gadekar,goa,syed_mushtaq_ali_trophy,gadekar
3832,kashyap bakle,goa,syed_mushtaq_ali_trophy,bakle
3833,keith pinto,goa,syed_mushtaq_ali_trophy,pinto
3834,lakshay a garg,goa,syed_mushtaq_ali_trophy,garg
3835,manthan khutkar,goa,syed_mushtaq_ali_trophy,khutkar
3836,mohit redkar,goa,syed_mushtaq_ali_trophy,redkar
3837,rahul mehta,goa,syed_mushtaq_ali_trophy,mehta
3838,rohan kadam,goa,syed_mushtaq_ali_trophy,kadam
3839,ruthvik naik,goa,syed_mushtaq_ali_trophy,naik
3840,s palkar,goa,syed_mushtaq_ali_trophy,palkar
3841,samar dubhashi,goa,syed_mushtaq_ali_trophy,dubhashi
3842,shivendra h bhujbal,goa,syed_mushtaq_ali_trophy,bhujbal
3843,shubham tari,goa,syed_mushtaq_ali_trophy,tari
3844,siddharth k v,goa,syed_mushtaq_ali_trophy,v
3845,snehal kauthankar,goa,syed_mushtaq_ali_trophy,kauthankar
3846,suyash s prabhudessai,goa,syed_mushtaq_ali_trophy,prabhudessai
3847,vijesh prabhudesai,goa,syed_mushtaq_ali_trophy,prabhudesai
3848,vikash,goa,syed_mushtaq_ali_trophy,vikash
3849,a nagwaswalla,gujarat,syed_mushtaq_ali_trophy,nagwaswalla
3850,a u patel,gujarat,syed_mushtaq_ali_trophy,patel
3851,aarya desai,gujarat,syed_mushtaq_ali_trophy,desai
3852,abhishek r desai,gujarat,syed_mushtaq_ali_trophy,desai
3853,axar patel,gujarat,syed_mushtaq_ali_trophy,patel
3854,bhavya v chouhan,gujarat,syed_mushtaq_ali_trophy,chouhan
3855,c t gaja,gujarat,syed_mushtaq_ali_trophy,gaja
3856,dhrushant h soni,gujarat,syed_mushtaq_ali_trophy,soni
3857,h p patel,gujarat,syed_mushtaq_ali_trophy,patel
3858,hemang patel,gujarat,syed_mushtaq_ali_trophy,patel
3859,het patel,gujarat,syed_mushtaq_ali_trophy,patel
3860,j b,gujarat,syed_mushtaq_ali_trophy,b
3861,jaymeet patel,gujarat,syed_mushtaq_ali_trophy,patel
3862,jayveer sinh,gujarat,syed_mushtaq_ali_trophy,sinh
3863,kshitij patel,gujarat,syed_mushtaq_ali_trophy,patel
3864,kush patel,gujarat,syed_mushtaq_ali_trophy,patel
3865,l m kocher,gujarat,syed_mushtaq_ali_trophy,kocher
3866,m a hingrajia,gujarat,syed_mushtaq_ali_trophy,hingrajia
3867,nirbhay,gujarat,syed_mushtaq_ali_trophy,nirbhay
3868,p k panchal,gujarat,syed_mushtaq_ali_trophy,panchal
3869,p n jadeja,gujarat,syed_mushtaq_ali_trophy,jadeja
3870,priyesh,gujarat,syed_mushtaq_ali_trophy,priyesh
3871,r a vaghela,gujarat,syed_mushtaq_ali_trophy,vaghela
3872,ripal patel,gujarat,syed_mushtaq_ali_trophy,patel
3873,rishi patel,gujarat,syed_mushtaq_ali_trophy,patel
